id,rated,variant,speed,perf,created_at_ms,last_move_at_ms,status,winner,moves,turns,opening_name,opening_eco,white_name,white_id,white_rating,black_name,black_id,black_rating,created_at,last_move_at
P7kzLxyg,True,standard,bullet,bullet,1760104928158,1760105029385,resign,black,d4 d5 Nf3 c6 Bg5 Qb6 b3 Nd7 c3 Ngf6 e3 e6 Bd3 Be7 Nbd2 Nf8 Rc1 Ng6 c4 dxc4 bxc4 Bd7 O-O Qa5 Bb1 Rb8 c5 Nd5 Bxe7 Ngxe7 e4 Nc3 Qc2 Nxb1 Rxb1 O-O Nb3 Qc7 Ne5 Rfd8 f4 Be8 Rfd1 b6 cxb6 axb6 Rbc1 Rbc8 Nd2 Rxd4 Nef3 Rdd8 Nc4 b5 Nce5 Ng6 Qc3 Nxf4 g3 Ne2+,,Queen's Pawn Game: Zukertort Variation,D02,Ostro12,ostro12,1718,spellbind,spellbind,2192,2025-10-10 14:02:08.158,2025-10-10 14:03:49.385
GRicUZ9N,True,standard,bullet,bullet,1760104808576,1760104918953,mate,black,d4 d6 c4 Nf6 Nc3 e6 Nf3 Be7 e4 O-O Be2 Nbd7 h3 c5 d5 e5 O-O Ne8 Ne1 g6 f4 Ng7 f5 gxf5 exf5 Nf6 g4 Nfe8 Bd3 Bg5 Ne4 Bxc1 Rxc1 f6 Kh2 Kh8 Rh1 Rg8 Rg1 Qe7 Qe2 Bd7 Nf3 Nc7 Rg2 b5 b3 bxc4 bxc4 Rab8 Rc2 Rb4 Rb2 a5 a3 Rxb2 Qxb2 Qd8 Qc3 Qb8 Rb2 Qc8 Nxd6 Qf8 Ne4 Bxf5 Rb7 Nce8 Nxc5 e4 Bxe4 Qxc5 Bxf5 Qf2+ Kh1 Nxf5 Rb2 Ng3#,,Old Indian Defense,A53,spellbind,spellbind,2198,mauricoff,mauricoff,2193,2025-10-10 14:00:08.576,2025-10-10 14:01:58.953
KYzS3xpZ,True,standard,bullet,bullet,1760104566535,1760104696808,outoftime,white,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 Nbd7 Qd2 c5 d5 Ne5 f3 h5 h3 Nh7 g4 Nxg5 Qxg5 e6 Qd2 exd5 cxd5 a6 a4 Bd7 Bd1 Qh4+ Kf1 hxg4 Qf2 Qxf2+ Kxf2 Nd3+ Kg2 Nxb2 Be2 Bxc3 Ra3 Bd4 Rb3 Nxa4 Rxb7 Bb5 hxg4 Bxg1 Bxb5 axb5 Kxg1 b4 g5 Nc3 Rh2 Ra1+ Kg2 Ra2+ Kg3 Rxh2 Kxh2 Ra8 Kg3 Ra3 Kf4 Ne2+ Kg4 b3 Rb6 Ra2 f4 b2 e5 Nc3 exd6 b1=Q Rxb1 Nxb1 d7 Ra8 f5 Rd8 fxg6 Rxd7 gxf7+ Kxf7 g6+,,"King's Indian Defense: Averbakh Variation, Geller Defense",E73,spellbind,spellbind,2192,MI_VA_KO,mi_va_ko,2216,2025-10-10 13:56:06.535,2025-10-10 13:58:16.808
oRpGPOmw,True,standard,bullet,bullet,1760104429124,1760104564265,outoftime,white,d4 c6 c4 d6 Nc3 Nf6 Nf3 Qa5 e4 Nxe4 Qc2 Nxc3 bxc3 Bg4 Bd3 Bh5 Nd2 Nd7 O-O Bg6 Ne4 e6 f4 Be7 a4 O-O Bd2 Rfe8 g4 Bxe4 Bxe4 g6 f5 Nf6 Bf3 exf5 gxf5 Rad8 fxg6 fxg6 Rae1 Bf8 Qd3 Bg7 Qc2 Rxe1 Rxe1 Rf8 Re7 Qd8 Rxb7 a5 Rb1 Nd7 Rf1 d5 cxd5 cxd5 Bxd5+ Kh8 Be6 Nf6 d5 Qd6 Bf4 Qc5+ Kh1 Nxd5 Bh3 Nxf4 Rxf4 Rxf4 Bg2 Rf8 h3 Qe5 Kg1 Qg3 Qe2 Be5 Qxe5+,,"Old Indian Defense: Czech Variation, with Nc3",A53,spellbind,spellbind,2186,Venzchess1969,venzchess1969,2170,2025-10-10 13:53:49.124,2025-10-10 13:56:04.265
2HbYQK5T,True,standard,bullet,bullet,1760103153422,1760103252957,outoftime,black,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 e5 g6 exd6 exd6 O-O Bg7 Re1+ Ne7 Qe2 Ne5 Nxe5 Bxe5 c3 O-O d4 Bf6 dxc5 dxc5 Be3 b6 Nd2 Nd5 Ne4 Nxe3 fxe3 Bg7 Qf3 Qe7 Rad1 Rae8 Nd6 Rd8 Ne4 Rxd1 Rxd1 Re8 Nd6 Qxe3+ Qxe3 Rxe3 Nc8 Re2 Nxa7 Rxb2 Nc8 Bxc3 Rd8+ Kg7 Ne7 Bd4+ Kf1 Rf2+ Ke1 Rxa2 Rg8+ Kf6 Nd5+ Ke6 Nxb6 Rxg2 Re8+ Kf6,,"Sicilian Defense: Moscow Variation, Main Line",B52,Salazar_DTB,salazar_dtb,2193,spellbind,spellbind,2180,2025-10-10 13:32:33.422,2025-10-10 13:34:12.957
pz25eQVP,True,standard,bullet,bullet,1760103052264,1760103122751,resign,white,d4 d5 Bf4 c6 e3 Nf6 c3 Bf5 Nf3 Na6 Qb3 e6 Qxb7 Qc8 Bxa6 Qxb7 Bxb7 Rd8 Bxc6+ Nd7 Ne5 Be7 Nxd7 Rxd7 Bxd7+ Kxd7 Nd2 Rc8 O-O Bd3 Rfe1 f6 Nb3 Bc4 Nc5+ Ke8 Nxe6 Kf7 Nc5 Rc6 Nb3 f5 Be5 Rg6 Nd2 Bd3 Nf3 h6 Bf4 Be4 Ne5+,,Queen's Pawn Game: Accelerated London System,D00,ugikagusmh,ugikagusmh,2147,spellbind,spellbind,2186,2025-10-10 13:30:52.264,2025-10-10 13:32:02.751
KvYMNDia,True,standard,bullet,bullet,1760102920726,1760103049402,outoftime,white,d4 e6 c4 d5 Nc3 g6 Nf3 Bg7 Bg5 Nf6 e3 O-O Bd3 c5 O-O cxd4 exd4 dxc4 Bxc4 Nc6 Qd2 Qb6 Bb3 Rd8 Rad1 a6 Bxf6 Bxf6 d5 exd5 Nxd5 Rxd5 Qxd5 Be6 Qd3 Bxb3 Qxb3 Qxb3 axb3 Rd8 Rxd8+ Nxd8 Rd1 Nc6 Rd7 b5 g4 Ne5 Nxe5 Bxe5 Ra7 Bxb2 Rxa6 Bc3 Rb6 b4 Rb7 Kg7 Kg2 Kf6 f4 h6 Kf3 Bd2 h3 Bc3 Ke4 Bd2 Rb6+ Kg7 Rc6 Bc3 f5 gxf5+ Kxf5 Be1 Rc7 Bg3 Rb7 Be1 h4 Bd2 h5 Bg5 Rxb4 Bd2 Rb7 Be3 b4 Bd4 b5 Bc5 b6 Bxb6 Rb8 Bc5 Rb7 Bd6 Ke4 Bg3 Kf5 Bh4 Ke4 Bg5 Kf5 Bd2 Ke4 Bg5 Kf5 Bc1 Rb6 Bd2 Rb7 Be3 Rb5 Bd4 Rb7 Bc5 Rb5 Bd4 Rb7 Be3 Rb4 Bd2 Rb6 Bc3 Rb7 Bd4 Rd7 Bc5 Rc7 Bd6 Rb7 Bc5 Rb6 Bxb6 g5 Bc7 gxh6+,,Queen's Gambit Declined: Queen's Knight Variation,D31,spellbind,spellbind,2181,Conquerorrr,conquerorrr,2143,2025-10-10 13:28:40.726,2025-10-10 13:30:49.402
tbcobuKp,True,standard,bullet,bullet,1760102782466,1760102916412,outoftime,black,d4 d5 c4 c6 Nc3 a6 Nf3 Bg4 Ne5 Bh5 g4 Bg6 h4 h6 Nxg6 fxg6 Qc2 Qd6 c5 Qf6 Rg1 g5 hxg5 hxg5 e3 Nd7 Bd3 O-O-O Bg6 e5 Bf5 Be7 Bd2 Nh6 dxe5 Qxe5 Bd3 Nf7 O-O-O Rh2 Rdf1 Qf6 f3 Rdh8 e4 d4 Ne2 Nxc5 Ng3 Nxd3+ Qxd3 c5 Nf5 Nd6 Nxe7+ Qxe7 e5 Qxe5 Qg6 Qe2 Qc2 Qxd2+ Qxd2 Rxd2 Kxd2 Rh2+ Kd3 Rh3 Rg2 Rh2 Rgf2 c4+ Kxd4 Rxf2 Rxf2 Nb5+ Kd5 Nc3+ Kxc4 Nxa2 Re2 Nc1,,Slav Defense,D10,spellbind,spellbind,2188,KidNextDoor,kidnextdoor,2149,2025-10-10 13:26:22.466,2025-10-10 13:28:36.412
HY1hljqL,True,standard,bullet,bullet,1760102675937,1760102769720,outoftime,black,e4 c5 Ne2 Nc6 Ng3 g6 d3 Bg7 Be2 d6 O-O Nf6 f4 O-O Nd2 Ne8 Nf3 e6 h3 b6 Nh2 Bb7 c3 Rc8 Ng4 f5 Ne3 Ne7 Bh5 Qc7 exf5 exf5 Bf3 Nf6 Kh2 Rfe8 d4 Ned5 Nxd5 Nxd5 Bh5 Nf6 dxc5 dxc5 Bf3 Rcd8 Qb3+ Kh8 Ne2 Bxf3 Rxf3 Rxe2,,Sicilian Defense: Keres Variation,B20,ElApacheAldo,elapachealdo,2233,spellbind,spellbind,2181,2025-10-10 13:24:35.937,2025-10-10 13:26:09.720
NMkgCHcW,True,standard,bullet,bullet,1760102544126,1760102673253,outoftime,white,e4 c5 Nf3 d6 d3 g6 Nbd2 Bg7 g3 Nf6 c3 O-O Bg2 Re8 O-O Nc6 Ne1 a6 f4 b5 f5 Qc7 Qb3 Rb8 fxg6 hxg6 Nef3 e6 Nh4 Na5 Qc2 d5 Ndf3 d4 Bf4 Qc6 e5 Bb7 exf6 Bxf6 Ne5 Qb6 Bxb7 Qxb7 Nexg6 fxg6 Bxb8 Bxh4 Bf4 Be7 Rae1 Qd7 Qe2 Bf8 Qg4 Kg7 Re5 Be7 Ree1 Bf6 Be5 Bxe5 Rxe5 Re7 Rfe1 Nc6 Rxe6 Rxe6 Qxe6 Qxe6 Rxe6 Nd8 Rxa6 dxc3 bxc3 b4 cxb4 cxb4 Rb6 Nf7 Rxb4 Ne5 a4 Nxd3 Rd4 Nc5 a5 Nb3 Ra4 Nc5 Ra3 Na6 Rb3 g5 Rb6 Nc5 Rb7+ Nxb7 a6 Nd8 a7 Nc6 a8=Q Ne5 Qe4,,Sicilian Defense: Modern Variations,B50,gmgfre,gmgfre,2171,spellbind,spellbind,2187,2025-10-10 13:22:24.126,2025-10-10 13:24:33.253
ktVaUCca,True,standard,bullet,bullet,1760102424571,1760102540533,outoftime,white,d4 c5 d5 e5 c4 d6 Nc3 f5 e4 Nf6 Nf3 fxe4 Ng5 Bf5 Qe2 Qa5 Bd2 Bg4 Qe3 Qb6 Rb1 Bf5 Ngxe4 Nbd7 g3 Be7 Bg2 O-O O-O Nxe4 Nxe4 Kh8 f4 exf4 Rxf4 Bg6 b3 Ne5 Rbf1 Rxf4 gxf4 Ng4 Qg3 Bf5 h3 Nf6 Ng5 Re8 Ne6 Bf8 Ng5 Qa6 Bc3,,Benoni Defense: Old Benoni,A44,spellbind,spellbind,2181,eqellar,eqellar,2166,2025-10-10 13:20:24.571,2025-10-10 13:22:20.533
LkgD40ba,True,standard,bullet,bullet,1760102295242,1760102421971,outoftime,white,d4 g6 c4 Bg7 Nc3 Nf6 e4 O-O Be2 Ne8 Bg5 b6 Qd2 Bb7 Nf3 f6 Be3 Nc6 O-O e5 d5 Ne7 Rfe1 d6 h3 f5 exf5 Nxf5 Bg5 Qd7 Nh2 h6 Be3 Qf7 Rf1 Nf6 g4 Nxe3 fxe3 Qe7 e4 Rf7 Rf2 Raf8 Raf1 Bc8 g5 hxg5 Kg2 g4 hxg4 Kh7 Qd3 Bh6 Qh3 Kg7 Qg3 Bf4 Qd3 Rh8 Nf3 Nxg4 Rh1 Nxf2 Rxh8 Kxh8 Kxf2 Kg7 Bf1 g5 Ke2 Bg4 Bg2 Bxf3+ Bxf3 Qe6 Qd1 Qh3 Qf1 Qh2+ Qf2 Qxf2+ Kxf2 c6 Bg4 cxd5 Nxd5 Rc7 Nxc7 b5 cxb5 Bd2 b3 Ba5 Nd5 Bd8 Bf5,,King's Indian Defense: Normal Variation,E70,spellbind,spellbind,2176,ahmedzalat,ahmedzalat,2133,2025-10-10 13:18:15.242,2025-10-10 13:20:21.971
c3PyPfHf,True,standard,bullet,bullet,1760102239389,1760102290156,resign,white,d3 d5 Nf3 c5 g3 Nc6 Bg2 Nf6 O-O e6 Nbd2 Be7 Re1 O-O c3 Re8 Qc2 a6 e4 b5 e5 Nd7 Nf1 Bb7 Bf4 Rb8 Rad1 Rc8 Qc1 d4 h4 dxc3 bxc3 Nb6 N1h2 Nd5 Bd2 c4 d4 Rb8 Ng4 Bc8 Nfh2 Bd7 Be4 g6 Nh6+ Kh8 Nxf7+,,Zukertort Opening: Old Indian Attack,A06,Ruciosucio,ruciosucio,2205,spellbind,spellbind,2182,2025-10-10 13:17:19.389,2025-10-10 13:18:10.156
9yfX1Iag,True,standard,bullet,bullet,1760102195298,1760102236034,resign,white,e4 c5 Nf3 d6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Bc4 Nf6 Be3 O-O O-O h6 f4 Nc6 h3 Nxd4 Bxd4 Bd7 f5 a6 fxg6 e6 gxf7+ Rxf7 Bxf6 Bxf6 Qxd6 Bc6 Qxe6 Qe7 Qxe7 Bxe7 Rxf7,,"Sicilian Defense: Dragon Variation, Accelerated Dragon",B54,aalyy,aalyy,2132,spellbind,spellbind,2188,2025-10-10 13:16:35.298,2025-10-10 13:17:16.034
O1dEFjRC,True,standard,bullet,bullet,1760102068674,1760102182653,mate,black,d4 c6 c4 d5 Nc3 Nf6 Nf3 e6 Bg5 Be7 cxd5 cxd5 e3 Nc6 Bd3 h6 Bh4 O-O O-O b6 Bb1 Bb7 a3 Rc8 Qd2 Na5 Bxf6 Bxf6 Qd3 g6 e4 Nc4 e5 Bg7 Qc2 b5 Rd1 a5 Ba2 b4 axb4 axb4 Bxc4 Rxc4 Ra7 Qb6 Rxb7 Qxb7 Qd2 bxc3 bxc3 Rfc8 Rc1 Qb3 Ne1 Rxc3 Rd1 h5 h4 Kh7 g4 hxg4 Qf4 Rf8 Qxg4 Bh6 h5 gxh5 Qxh5 Rg8+ Kf1 Rh3 Qxf7+ Rg7 Qf6 Qxd1 Qxe6 Rh1#,,Semi-Slav Defense,D43,spellbind,spellbind,2194,pyjoe,pyjoe,2214,2025-10-10 13:14:28.674,2025-10-10 13:16:22.653
51T0c3UX,True,standard,bullet,bullet,1760102008323,1760102063254,resign,white,d4 d5 e3 c6 Nf3 Nf6 Be2 Bg4 O-O Bxf3 Bxf3 e6 Re1 Nbd7 c4 Bd6 Nc3 O-O cxd5 exd5 a3 Re8 b4 Nf8 Bb2 Ng6 Rc1 Nh4 g3 Nxf3+ Qxf3 Re7 Qg2 Qc7 f3 Rae8 e4 dxe4 fxe4 Nxe4 Nxe4 Qb6,,Queen's Pawn Game,D00,Galiy_Nikita,galiy_nikita,2149,spellbind,spellbind,2200,2025-10-10 13:13:28.323,2025-10-10 13:14:23.254
NuS68eZz,True,standard,bullet,bullet,1760101909490,1760102006083,mate,white,d4 g6 c4 Bg7 Nc3 d6 Nf3 Nf6 Bg5 O-O e4 Bg4 Qd2 Bxf3 gxf3 Re8 Bd3 c6 O-O-O Qa5 h4 h5 f4 d5 e5 Ng4 f3 Nh6 Rhg1 e6 Qc2 Nf5 Bxf5 exf5 Bf6 Bxf6 exf6 Kf8 Rg2 dxc4 Rdg1 Re6 Rd2 Rxf6 Rgd1 Nd7 d5 cxd5 Rxd5 Nb6 Rd7 Nxd7 Rxd7 Rd8 Rxb7 Rfd6 Qe2 Rd2 Qe7+ Kg8 Qxf7+ Kh8 Qg7#,,King's Indian Defense: Zinnowitz Variation,E90,spellbind,spellbind,2195,Taka72_72,taka72_72,2180,2025-10-10 13:11:49.490,2025-10-10 13:13:26.083
giVZBGjZ,True,standard,bullet,bullet,1760101793151,1760101907420,mate,black,Nf3 d5 g3 c5 Bg2 Nc6 O-O Nf6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 c4 Bc5 Bg5 Be6 Nc3 O-O Bxf6 gxf6 cxd5 cxd5 Nxd5 Rb8 b3 Bd4 Ne3 Bxa1 Qxa1 Qa5 Rd1 Rfd8 Nc4 Qb4 Nb2 Rd2 Nd3 Qa5 b4 Rxd1+ Qxd1 Qxa2 Qc2 Qxc2 Bh3 Qd1+ Kg2 Qxe2 Bxe6 fxe6 Nf4 Qe4+ Kh3 exf4 Kh4 fxg3+ Kh5 Rb5+ Kh6 Qg6#,,Zukertort Opening: Reversed Grünfeld,A08,Mihaplane,mihaplane,2200,spellbind,spellbind,2189,2025-10-10 13:09:53.151,2025-10-10 13:11:47.420
MaNmSJ8g,True,standard,bullet,bullet,1760101682638,1760101790351,mate,white,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bd3 e5 Nb3 Be6 Rg1 Be7 g4 Nc6 g5 Nd7 h4 b5 Qf3 Qb6 Be3 Qb7 O-O-O b4 Ne2 a5 Kb1 a4 Nd2 b3 cxb3 axb3 a3 Nb6 Nc3 Na4 Nxa4 Rxa4 Rc1 Kd7 Bc4 Rf8 Bxe6+ fxe6 Qg4 Nd4 Bxd4 exd4 f3 Qa6 Nxb3 Qd3+ Ka2 d5 exd5 Bxa3 Qxe6+ Kd8 Rc8#,,Sicilian Defense: Najdorf Variation,B90,PedroMPB,pedrompb,2180,spellbind,spellbind,2195,2025-10-10 13:08:02.638,2025-10-10 13:09:50.351
xXVtxrQu,True,standard,bullet,bullet,1760101566366,1760101673163,mate,white,d4 Nf6 c4 d6 Nc3 g6 e4 Bg7 Be2 O-O Bg5 Re8 Qd2 Nbd7 g4 c5 d5 Ne5 f3 Nfd7 h4 Nb6 b3 a6 h5 f6 Be3 Rf8 hxg6 hxg6 Nh3 Kf7 g5 f5 exf5 Bxf5 Ne4 Bxe4 fxe4 Rh8 O-O-O a5 Nf4 a4 Ne6 Qd7 Rxh8 Rxh8 Rf1+ Kg8 Qe1 axb3 axb3 Qc8 Qf2 Qa8 Kb1 Nd3 Qf7+ Kh7 Rh1#,,King's Indian Defense: Averbakh Variation,E73,spellbind,spellbind,2189,Utku_Samet13,utku_samet13,2185,2025-10-10 13:06:06.366,2025-10-10 13:07:53.163
VMpPGLW9,True,standard,bullet,bullet,1760101439902,1760101563397,outoftime,white,d4 d5 c4 Nc6 cxd5 Qxd5 Nf3 e5 Nc3 Bb4 dxe5 Qxd1+ Kxd1 Bg4 Bf4 O-O-O+ Kc2 Bf5+ Kb3 Ba5 a3 Nge7 e4 Be6+ Kc2 Ng6 Bg3 Rhe8 Bb5 f5 exf6 gxf6 Rhd1 Bf7 Rd2 Bxc3 Kxc3 Rxe4 Bxc6 bxc6 Rxd8+ Kxd8 Rd1+ Kc8 Nd4 Ne5 Bxe5 fxe5 Nxc6 Rc4+ Kb3 Rxc6+ Kb4 Rd6 Re1 Rb6+ Kc3 Re6 Re4 Kd7 Re3 c6 Rd3+ Kc7 Re3 Rd6 Rg3 Rd5 Rg7 Rd4 Rxf7+ Kb6 Rf6 Kc5 Rf7 Rd5 Rxh7 e4 Rh5 Rxh5 h3 Rg5 g3 Rg6 h4,,"Queen's Gambit Declined: Chigorin Defense, Exchange Variation",D07,spellbind,spellbind,2184,Mathias_KS,mathias_ks,2136,2025-10-10 13:03:59.902,2025-10-10 13:06:03.397
1RejshPV,True,standard,bullet,bullet,1760101297366,1760101417274,outoftime,white,d4 e6 c4 Nf6 Nc3 c5 Nf3 cxd4 Nxd4 Nc6 g3 Bb4 Bg2 Qa5 Bd2 Nxd4 a3 Be7 Nd5 Qc5 e3 exd5 exd4 Qxd4 O-O O-O Re1 Bd6 Qc2 Qxc4 Qf5 Ne4 Be3 Bc5 Rec1 g6 Qe5 Bd6 Qd4 Qxd4 Bxd4 b6 b4 Bb7 Re1 Rae8 Red1 Nc3 Bxc3 Be5 Bd2 Bxa1 Rxa1 Re2 Be3 d4 Bxd4,,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",A33,spellbind,spellbind,2178,thee_god_of_chess,thee_god_of_chess,2189,2025-10-10 13:01:37.366,2025-10-10 13:03:37.274
QbJtKU12,True,standard,bullet,bullet,1760101244814,1760101294414,resign,white,d4 d5 c3 c6 Nf3 Nf6 Bf4 e6 e3 Nbd7 Nbd2 Be7 Bd3 O-O O-O h6 Ne5 b6 Ndf3 Bb7 h3 c5 Rc1 c4 Bb1 b5 Re1 a5 Nxd7 Nxd7 Ne5 f6 Nxd7 Qxd7 e4 b4 exd5 Bxd5 Qe2 Qc7 Bxc7,,Queen's Pawn Game,D00,Haranjabi,haranjabi,2275,spellbind,spellbind,2182,2025-10-10 13:00:44.814,2025-10-10 13:01:34.414
sVcdYuvV,True,standard,bullet,bullet,1760101146867,1760101239146,resign,black,d4 d5 e3 c6 c3 Nf6 Nf3 e6 Be2 Nbd7 Nbd2 Bd6 h3 O-O a3 b6 b4 Bb7 Bb2 a5 Rc1 axb4 cxb4 c5 dxc5 bxc5 bxc5 Be5 Nxe5 Nxe5 Bxe5 Rxa3 Bd6 Re8 c6 Qxd6 cxb7 Rb8 Rc8+ Ne8 Rxb8 Qxb8 Qb1 Ra7 O-O Rxb7 Qc1 Rb2 Re1 g6 Nf3 Nd6 Nd4 Ne4 Qc6 Qb4 Qe8+ Kg7 Qd7 Qxe1+ Kh2 Qxf2 Bf3 Qg3+ Kg1 Rb1+,,Queen's Pawn Game,D00,Murinskyi,murinskyi,2137,spellbind,spellbind,2177,2025-10-10 12:59:06.867,2025-10-10 13:00:39.146
ASpBO0Gl,True,standard,bullet,bullet,1760101035506,1760101145049,mate,black,d4 c5 d5 b5 c4 b4 e4 d6 Nf3 Nf6 b3 g6 Nbd2 Bg7 Bb2 O-O Qc2 a5 Bd3 a4 bxa4 Bd7 Nb3 Bxa4 O-O Nbd7 h3 Nb6 Rfe1 Nh5 Nfd2 Nf4 Bxg7 Kxg7 Bf1 e5 g3 Nh5 Kg2 f5 exf5 gxf5 f4 exf4 g4 fxg4 hxg4 Qg5 Kf3 Nf6 Bh3 Bd7 Re7+ Rf7 Rae1 Bxg4+ Bxg4 Qxg4+ Kf2 Qg3+ Ke2 Rxe7+ Kd1 Rxe1#,,Benoni Defense: Old Benoni,A43,spellbind,spellbind,2183,chesscoach139,chesscoach139,2147,2025-10-10 12:57:15.506,2025-10-10 12:59:05.049
mDpYDw2j,True,standard,bullet,bullet,1760098570509,1760098650486,timeout,white,e4 c5 d4 d6 Nf3 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 Bg5 b5 Bb3 Be7 Qd2 O-O f3 Qc7 O-O-O Nc6 Nxc6 Qxc6 g4 b4 Na4 Bd7 Be3 Rfd8 h4 d5 e5 Ne8 h5 Rab8 g5 Rdc8 g6 h6 gxf7+ Kxf7 Bxh6 gxh6 Qxh6 Ng7 Qg6+ Kf8 h6 Be8 hxg7+,,"Sicilian Defense: Najdorf Variation, Lipnitsky Attack",B90,Pikoy1227,pikoy1227,2275,spellbind,spellbind,2188,2025-10-10 12:16:10.509,2025-10-10 12:17:30.486
f4KbLgmy,True,standard,bullet,bullet,1760098162760,1760098290731,outoftime,black,d4 d5 c4 Nf6 Nc3 dxc4 e4 e6 e5 Nd5 Bxc4 Nxc3 bxc3 Be7 Bd3 O-O Nf3 g6 h4 b6 O-O Ba6 Be4 c6 Bh6 Re8 h5 Bxf1 Qxf1 Bf8 Bg5 Be7 Bh6 f5 exf6 Bxf6 hxg6 hxg6 Bxg6 Re7 Be4 Bg7 Bg5 Qe8 Ne5 Bxe5 dxe5 Rg7 Bf6 Rg4 Bf3 Rf4 Qe2 Qg6 g3 Rf5 Be4 Nd7 Bxf5 Qxf5 g4 Qg6 Qf3 Rf8 g5 Nxf6 exf6 Qf5 Qxf5 exf5 Kh2 Kf7 Rg1 Kg6 f4 Rh8+ Kg3 Rh5 Re1 Rh7 Re5 Rf7 Re7 Rxe7 fxe7 Kf7 g6+ Kxe7 g7 Kf7 Kh4 Kxg7 Kh5 Kf6 Kh6 Ke6 Kg6 c5 Kg5 c4,,Queen's Gambit Declined: Marshall Defense,D06,spellbind,spellbind,2194,seraph123,seraph123,2183,2025-10-10 12:09:22.760,2025-10-10 12:11:30.731
Qi8ebrEg,True,standard,bullet,bullet,1760098036088,1760098159032,outoftime,white,d4 d5 Nc3 Nf6 Bf4 c5 dxc5 Nc6 Nf3 Bg4 h3 Bh5 e3 e6 Bb5 Bxc5 O-O O-O Na4 Be7 c3 a6 Bxc6 bxc6 b4 a5 a3 axb4 axb4 Ne4 Qd4 Bxf3 gxf3 Nf6 Nc5 Rxa1 Rxa1 Nd7 Nd3 f6 Bg3 e5 Qg4 Qe8 Qe6+ Kh8 Ra7 f5 Qxd7 Qxd7 Rxd7 Bf6 Rd6 e4 Nf4 Bxc3 fxe4 Bxb4 Rxc6 fxe4 Nxd5 Bd2 Nc3 g5 Nxe4 Bb4 Nxg5 Be7 Ne4 Rg8 Kh2 Bh4 Rc7 Bxg3+ Nxg3 Rd8 Rb7 Rd2 Rb8+ Kg7 Rb7+ Kf6 Rb6+ Kf7 Ne4,,Rapport-Jobava System,D01,matstc,matstc,2196,spellbind,spellbind,2199,2025-10-10 12:07:16.088,2025-10-10 12:09:19.032
FlglYGof,True,standard,bullet,bullet,1760097905589,1760098031020,outoftime,white,d4 c5 d5 e5 c4 d6 Nc3 f5 Nf3 e4 Nd2 Nf6 e3 Be7 Be2 Nbd7 O-O Nb6 f3 exf3 Nxf3 O-O Bd2 Ne4 Be1 Bg5 Nxg5 Nxg5 Rf3 Bd7 Rg3 Qe7 Bd2 Rae8 Qc2 f4 exf4 Ne4 Nxe4 Qxe4 Bd3 Qd4+ Kh1 h6 Bc3 Qxf4 Rxg7+ Kh8 Rxd7+ Kg8 Rg7+ Kh8 Rf7+ Kg8 Rxf4 Rxf4 Bh7+ Kf8 g3,,Benoni Defense: Old Benoni,A44,spellbind,spellbind,2194,SHANU123,shanu123,2195,2025-10-10 12:05:05.589,2025-10-10 12:07:11.020
LXIAPOZN,True,standard,bullet,bullet,1760097775291,1760097901346,outoftime,,d4 d5 Nc3 c6 Bf4 Nf6 e3 e6 Nf3 Nbd7 Ne5 Bd6 Nxf7 Kxf7 Bxd6 Nb6 Bg3 Rf8 Bd3 Kg8 O-O Nbd7 e4 dxe4 Nxe4 Nxe4 Bxe4 e5 dxe5 Nc5 Qe2 Nxe4 Qxe4 Bf5 Qc4+ Kh8 Rad1 Qe7 f4 Rfd8 c3 h6 Rfe1 Rac8 Qe2 Rd7 h3 Rcd8 Rxd7 Rxd7 Qf2 Qd8 Bh4 Qe8 g4 Bg6 f5 Bh7 e6 Rd3 Re3 Rd1+ Kg2 b6 f6 gxf6 Bxf6+ Kg8 Bd4 c5 Bxc5 Qa8+ Qf3 Rg1+ Kxg1 Qxf3 Rxf3 Be4 Re3 Kg7 Rxe4 Kf6 Rc4 bxc5 Rxc5 Kxe6 Rc7 Kd6 Rxa7 Kc6 Rh7 Kb6 Rxh6+ Kb5 Rh5+ Kc4 Rf5 Kd3 h4 Kc2 h5 Kxb2 h6 Kxa2 h7 Kb2 h8=Q Kc2 Qd4 Kb2 Qd3 Kb3 Rf2 Ka4 Qf1 Kb3 Rf4 Kxc3,,Queen's Pawn Game: Chigorin Variation,D00,Breush,breush,2192,spellbind,spellbind,2194,2025-10-10 12:02:55.291,2025-10-10 12:05:01.346
