id,rated,variant,speed,perf,created_at_ms,last_move_at_ms,status,winner,moves,turns,opening_name,opening_eco,white_name,white_id,white_rating,black_name,black_id,black_rating,created_at,last_move_at
pcFe74Px,True,standard,blitz,blitz,1666262565298,1666262938422,outoftime,white,c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 e3 e6 d4 cxd4 Nb5 dxe3 Nd6+ Kf8 Bxe3 Be5 Bc5 Bxd6 Bxd6+ Nge7 Nh3 h6 Qf3 Qa5+ Kf1 Kg7 b4 Qf5 Qc3+ f6 b5 Ne5 Bxe7 Nd3 f4 e5 Bd6 e4 Nf2 Nxf2 Kxf2 Re8 Rae1 b6 Re3 Bb7 Rhe1 Rac8 Bf1 Bd5 Qd4 Qe6 Ba3 Rxc4 Bxc4 Bxc4 Rxe4 Qxe4 Rxe4 Rxe4 Qxe4,,"English Opening: Symmetrical Variation, Ultra-Symmetrical Variation",A36,Mouseslippin_Jimmy,mouseslippin_jimmy,1967,batangqc77,batangqc77,1999,2022-10-20 10:42:45.298,2022-10-20 10:48:58.422
VJ9lkRxl,True,standard,blitz,blitz,1666262251463,1666262549699,outoftime,white,d4 d5 c4 e6 Nc3 Nf6 cxd5 Nxd5 e4 Nxc3 bxc3 Be7 e5 O-O Qg4 g6 Bh6 Re8 Nf3 f6 exf6 Bxf6 Bc4 Kh8 Ne5 Bxe5 dxe5 Nc6 f4 Na5 Bb5 c6 Be2 Qd5 Qg5 Qd7 O-O Qf7 Rad1 Qf5 Qg3 b6 Bg5 Bb7 Bf6+ Kg8 Bg4 Qe4 Rd7 c5 Bf3 Qe3+ Kh1 Bxf3 gxf3 Nc4 Qh3,,Queen's Gambit Declined: Exchange Variation,D35,Mouseslippin_Jimmy,mouseslippin_jimmy,1963,SeregaVorontsov,seregavorontsov,1865,2022-10-20 10:37:31.463,2022-10-20 10:42:29.699
odu7Lkae,True,standard,blitz,blitz,1666261878342,1666262243720,outoftime,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4 Qd2 Nxe3 Qxe3 g6 Be2 Bg7 O-O Nc6 Rad1 O-O Nd5 e6 Nxc6 bxc6 Nb6 Rb8 Nc4 d5 b3 Qc7 exd5 cxd5 Na3 Bb7 c4 dxc4 Bxc4 Qc6 f3 Rfd8 Kh1 h5 Nc2 a5 Nd4 Qe8 Rfe1 a4 Bb5 Qe7 Bxa4 Qb4 Bc6 Rxd4 Bxb7 Rxd1 Rxd1 Qxb7 h3 Ra8 Rd2 Kh7 Rc2 Bf6 Qd3 Kg7 Kh2 Be5+ g3 Bf6 Kg2 Rc8 Rxc8 Qxc8 a4 Qb7 Qc4 Qd7 Qb5 Qd2+ Kf1 Bd4 Qe2 Qc1+,,"Sicilian Defense: Najdorf Variation, English Attack, Anti-English",B90,Ahitagni-Roy,ahitagni-roy,1782,Mouseslippin_Jimmy,mouseslippin_jimmy,1966,2022-10-20 10:31:18.342,2022-10-20 10:37:23.720
QoMEq7R6,True,standard,blitz,blitz,1666261656884,1666261866917,timeout,white,Nf3 d5 d4 Nc6 e3 Bf5 a3 Nf6 b4 a6 Bb2 e6 Nbd2 h6 c4 dxc4 Nxc4 Ne7 h3 Bh7 Rc1 Ned5 g4 Rc8 Bg2 Bd6 O-O Be7 Na5 b6 Nc6 Qd7 Nxe7 Qxe7 Ne5 c5 dxc5 bxc5 bxc5 Rxc5 Rxc5 Qxc5 Bd4 Qxa3 Qc2 O-O Qc6 Bd3 Ra1 Qb3 Nxd3 Qxd3 Qxa6 Rb8 Qxd3,,Queen's Pawn Game: Chigorin Variation,D02,vladik3005,vladik3005,1962,Mouseslippin_Jimmy,mouseslippin_jimmy,1966,2022-10-20 10:27:36.884,2022-10-20 10:31:06.917
ucSICeN5,True,standard,blitz,blitz,1666261321076,1666261651700,outoftime,black,e4 d6 Nf3 e6 d3 Nd7 Nbd2 Ne7 g3 Ng6 Bg2 Be7 O-O c6 h4 h6 Re1 O-O Nf1 Re8 N1h2 Ngf8 h5 Nf6 Nh4 N6h7 N2f3 e5 Kh2 Bg4 Qd2 Bxh5 Nf5 Ng5 Nxg5 Bxg5 Qc3 Bxc1 Raxc1 Bg6 g4 Ne6 Rh1 Nf4 Qd2 Qg5 f3 Bxf5 gxf5 Qh4+ Kg1 Qg3 Re1 f6 Qf2 Qxf2+ Kxf2 Kf7 Bh3 Ke7 Bg4 Rg8 Bh5 Rad8 Bg6 d5 Ke3 d4+ Kf2 Rd7 Rc1 a6 a4 Rb8 b4 Rc7 Rhd1 b6 c4 b5 axb5 axb5 cxb5 Rxb5 Rb1 Rcb7 Kg3 Rxb4 Rxb4 Rxb4 Kg4 Kd6 Bh7 Rb3 Ra1 Rxd3 Bg8 Rb3 Bxb3 c5 Bc4 h5+ Kg3 g6 fxg6 Nxg6 Bf7 Nf4 Rh1 d3 Kf2 d2,,Pirc Defense,B00,Mouseslippin_Jimmy,mouseslippin_jimmy,1971,dorgali,dorgali,1977,2022-10-20 10:22:01.076,2022-10-20 10:27:31.700
PCoV6KCm,True,standard,blitz,blitz,1666261292552,1666261317835,resign,white,d4 Nf6 Bf4 c6 e3 d6 Nf3 Nbd7 Nbd2 Qb6 Rb1 e5 dxe5 dxe5 Nxe5 Bd6 Nxd7 Kxd7 Bxd6 Kxd6 Nc4+,,Indian Defense,A45,JoJoDurden,jojodurden,1956,Mouseslippin_Jimmy,mouseslippin_jimmy,1977,2022-10-20 10:21:32.552,2022-10-20 10:21:57.835
8SIQ2BWZ,True,standard,blitz,blitz,1666261015509,1666261288524,resign,black,d4 d5 c4 c6 Nc3 Bf5 Nf3 Nf6 Bf4 e6 e3 Bd6 Bxd6 Qxd6 Bd3 Nbd7 Bxf5 exf5 cxd5 cxd5 O-O g6 Qa4 O-O Rac1 Ne4 Nxe4 dxe4 Nd2 Nb6 Qb3 Rac8 h4 Rxc1 Rxc1 Rc8 Rxc8+ Nxc8 Nc4 Qc6 Ne5 Qc7 h5 Nb6 hxg6 hxg6 Nxg6 Qc1+ Kh2 Qc7+ Nf4 Qd6 Qc2 Nd5 g3 Nxf4 gxf4 Qh6+ Kg2 Qh5 Kf1 Qh3+ Ke1 Qh1+ Kd2 Qg2 Kc1 Qf1+ Kd2 Qxf2+ Kc3 Qxe3+ Kb4 Qxd4+ Ka3 Qd3+ Qxd3 exd3 Kb3 Kh7 Kc3 Kh6 Kxd3 Kh5 Ke3 Kg4 b4 b5 Kd4 Kxf4 Kc5 Ke5 Kxb5 f4 Ka6 f3 Kxa7 f2 b5 f1=Q b6 Qa1 Kb8 Qxa2 b7 f5 Kc8 Qc4+ Kb8 f4 Ka8 Qa6+ Kb8 f3 Kc7 Qc4+ Kd8 Qd5+ Kc8 Qc6+ Kb8 f2 Ka7 Qxb7+ Kxb7 f1=Q,,Slav Defense,D10,Mouseslippin_Jimmy,mouseslippin_jimmy,1985,mx_freeb,mx_freeb,1865,2022-10-20 10:16:55.509,2022-10-20 10:21:28.524
ODoajkUb,True,standard,blitz,blitz,1666260641000,1666260994412,mate,white,e4 c6 d4 d5 exd5 cxd5 Nf3 Bg4 Bf4 e6 Nbd2 Nf6 h3 Bh5 Bd3 a6 O-O Bd6 Bxd6 Qxd6 c3 Nbd7 a4 O-O a5 Rfc8 Qe1 Qc7 Qe3 b6 axb6 Qxb6 Rfb1 a5 Ne5 Nxe5 Qxe5 Bg6 Bxg6 hxg6 Nf3 a4 Qe2 Qb3 Ra3 Qc4 Qxc4 Rxc4 Ne5 Rcc8 f3 Rc7 g4 Nd7 Nd3 Nb6 Nc5 Nc4 Rxa4 Rxa4 Nxa4 Rb7 Kf2 f5 Ke2 fxg4 fxg4 Kf7 b3 Ke7 Nc5 Rb8 Ra1 Nd6 Ra7+ Kf6 Nd7+ Kg5 Nxb8 Ne4 c4 dxc4 bxc4 Nd6 Rxg7 Nxc4 Nd7 Kh6 Rg8 Nd6 Ne5 g5 Rg6+ Kh7 Rxe6 Ne4 Ke3 Nc3 Rg6 Nd5+ Kd2 Nf4 Rxg5 Nxh3 Rh5+ Kg7 Rxh3 Kf6 Rf3+ Kg5 Rf5+ Kh6 Rf8 Kg7 Rf7+ Kg8 Ke3 Kh8 Kf4 Kg8 d5 Kh8 d6 Kg8 d7 Kh8 d8=R#,,Caro-Kann Defense: Exchange Variation,B13,Mouseslippin_Jimmy,mouseslippin_jimmy,1978,darko2670,darko2670,2077,2022-10-20 10:10:41.000,2022-10-20 10:16:34.412
TecZRtMd,True,standard,blitz,blitz,1666260262978,1666260636484,outoftime,black,e4 c5 Nf3 d6 c4 Nf6 Nc3 Nc6 d4 cxd4 Nxd4 e5 Nf3 Be7 Be2 Be6 O-O a6 Bg5 Qc7 Bxf6 Bxf6 Nd5 Qd8 Nxf6+ gxf6 Qd2 Qc7 Rfd1 Rd8 b3 h5 Rac1 b6 Qe3 a5 a3 h4 Qc3 Ke7 b4 axb4 axb4 h3 g3 Bg4 c5 bxc5 bxc5 Bxf3 Bxf3 Nd4 cxd6+ Qxd6 Bh1 Ne2+ Kf1 Qxd1+ Rxd1 Nxc3 Rc1 Nb5 Bf3 Nd4 Bd1 Rc8 Ra1 Rc7 f4 Rb8 Bg4 Rb2 fxe5 fxe5 Bxh3 Rxh2 Bf5 Nxf5 Kg1 f6 exf5 Rd2 Re1 Kf8 Kf1 Kg7 Kg1 Kh7 Kf1 Kh6 Kg1 Kg5 Kf1 Rcc2 Kg1 Rg2+ Kf1 Rce2,,Sicilian Defense: Modern Variations,B50,jorgf,jorgf,1990,Mouseslippin_Jimmy,mouseslippin_jimmy,1972,2022-10-20 10:04:22.978,2022-10-20 10:10:36.484
HxymfaAP,True,standard,blitz,blitz,1666260110142,1666260260692,mate,white,d4 Nf6 c4 e6 Nc3 Bb4 e4 Nxe4 Bd2 Nxd2 Qxd2 d5 c5 Nc6 Nf3 O-O Bb5 Bd7 O-O a6 Ba4 b5 Bc2 Re8 Ng5 g6 Qf4 Qe7 Ne2 e5 dxe5 Qxe5 Qxf7+ Kh8 Qxh7#,,Nimzo-Indian Defense: Dilworth Gambit,E20,Levsky1,levsky1,1976,Mouseslippin_Jimmy,mouseslippin_jimmy,1977,2022-10-20 10:01:50.142,2022-10-20 10:04:20.692
TaVMp4uc,True,standard,blitz,blitz,1666259767494,1666260101623,mate,white,d4 d5 c4 c6 Nc3 dxc4 e4 e6 Bxc4 Bb4 Ne2 Nf6 Qc2 O-O O-O h6 a3 Be7 f4 b5 Bd3 Bb7 f5 c5 dxc5 Bxc5+ Kh1 exf5 Rxf5 Bb6 Bd2 a6 Raf1 Bc8 Rxf6 gxf6 Bxh6 Bg4 e5 Re8 exf6 Be3 Bg7 Bxe2 Bh7#,,"Slav Defense: Slav Gambit, Alekhine Attack",D10,Mouseslippin_Jimmy,mouseslippin_jimmy,1971,Levsky1,levsky1,1982,2022-10-20 09:56:07.494,2022-10-20 10:01:41.623
ZAc7BRC3,True,standard,blitz,blitz,1666259420372,1666259763819,stalemate,,d4 Nf6 Bf4 c5 e3 Qb6 b3 cxd4 Qxd4 d5 Qxb6 axb6 Bb5+ Nc6 Bc7 Bd7 Bxb6 e5 a4 Be7 Ne2 O-O O-O Bf5 c4 dxc4 Bxc4 Nd7 e4 Bxe4 Be3 Kh8 Nbc3 Bg6 Rfd1 Nc5 Nd5 Bd8 Bxc5 Re8 Nb6 Bxb6 Bxb6 f5 Rd7 f4 Rxb7 Nb4 Nc3 Nc2 Rc1 Nd4 Bxd4 exd4 Nd5 Re5 Nxf4 Rae8 Nxg6+ hxg6 Rd7 Re1+ Rxe1 Rxe1+ Bf1 Rd1 b4 d3 Rxd3 Ra1 a5 Rb1 Rd4 Ra1 Rd5 Rb1 a6 Rxb4 a7 Ra4 Rd8+ Kh7 a8=Q Rxa8 Rxa8 g5 Bd3+ Kh6 g4 g6 Rh8+ Kg7 Ra8 Kh6 Ra6 Kg7 Rxg6+ Kh8 Rxg5,,Indian Defense,A45,man-b,man-b,1975,Mouseslippin_Jimmy,mouseslippin_jimmy,1971,2022-10-20 09:50:20.372,2022-10-20 09:56:03.819
wEoB0quP,True,standard,blitz,blitz,1666259097701,1666259408035,outoftime,black,d4 Nf6 Nf3 d5 g3 Nc6 Bg2 Bf5 c3 e6 O-O Bd6 Nh4 Bg6 Nxg6 hxg6 f4 Ne7 Nd2 Nf5 Nb3 b6 Re1 Ng4 Qd3 Nxh2 e4 dxe4 Qxe4 Rc8 d5 Nxg3 Qa4+ Qd7 Qxd7+ Kxd7 dxe6+ fxe6 Nd4 Bc5 Bc6+ Kd8 Kg2 Bxd4 cxd4 Nf5 d5 Nd4 Be3 Nxc6 dxc6 Ke7 Rad1 Ng4 Rd7+ Kf6 Bd4+ Kf5 Kf3 Rh3+ Kg2 Rh2+ Kg1 Rch8,,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",D02,echelon90,echelon90,1883,Mouseslippin_Jimmy,mouseslippin_jimmy,1967,2022-10-20 09:44:57.701,2022-10-20 09:50:08.035
Ar2whbrX,True,standard,blitz,blitz,1666258876750,1666259094974,mate,black,e4 d5 exd5 c6 Nc3 cxd5 d4 Nc6 Nf3 Nf6 Bd3 Bg4 h3 Bh5 g4 Bg6 Be3 Ne4 Ne5 Nxe5 dxe5 e6 Qf3 Qa5 O-O Nxc3 bxc3 Qxc3 Bxa7 Bxd3 cxd3 Rxa7 Qe3 d4 Qe4 Bc5 Rfc1 Qa3 f4 O-O f5 exf5 gxf5 Ra6 f6 gxf6 Rc2 fxe5 Rg2+ Rg6 Rxg6+ fxg6 Qd5+ Kg7 Qxe5+ Rf6 Rf1 Be7 Qxd4 Qd6 Qc3 Qg3+ Kh1 Qxh3+ Kg1 Bc5+ Rf2 Bxf2#,,Scandinavian Defense: Blackburne-Kloosterboer Gambit,B01,Mouseslippin_Jimmy,mouseslippin_jimmy,1972,begelman,begelman,1990,2022-10-20 09:41:16.750,2022-10-20 09:44:54.974
zXLlwMdB,True,standard,blitz,blitz,1666258703840,1666258871194,resign,white,d4 Nf6 c4 e6 g3 d5 Bg2 c6 Nf3 Nbd7 Ne5 Bd6 f4 O-O c5 Bc7 O-O b6 Nxc6 Qe8 cxb6 Nxb6 Ne5 Ba6 Nc3 Nfd7 Re1 Bxe5 fxe5 f6 exf6 Nxf6 e4 dxe4 Nxe4 Nxe4 Rxe4 Rd8 Bg5 Rd5 Re5 h6 Rxd5 exd5 Bf4 Rxf4 gxf4 Qe3+ Kh1 Qxf4 Qf3 Qd2 Rf1 Nd7 Qf7+ Kh7,,Catalan Opening: Closed,E01,Mkpoki777,mkpoki777,1997,Mouseslippin_Jimmy,mouseslippin_jimmy,1978,2022-10-20 09:38:23.840,2022-10-20 09:41:11.194
GDLcTDJu,True,standard,blitz,blitz,1666258353909,1666258700547,outoftime,black,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 N1c3 a6 Na3 Nf6 Bg5 Be7 Bxf6 Bxf6 Nd5 O-O c3 Be6 Nc2 Bxd5 Qxd5 Ne7 Qxb7 Rb8 Qxa6 Rxb2 Ne3 Ng6 g3 Bg5 Nd5 Bd2+ Kd1 Ne7 Bc4 Nxd5 Bxd5 Bxc3 Rc1 Bd4 f4 exf4 gxf4 Qh4 Qd3 Qg4+ Ke1 Bf2+ Kf1 Bh4 Rc2 Qxf4+ Ke2 Qf2+ Kd1 Rxc2 Qxc2 Qf3+ Qe2 Qxh1+ Kd2 Bg5+ Kd3 Qc1 Qf3 Bf6 h4 Be5 h5 h6 Bb3 Qc3+ Ke2 Qb2+ Kf1 Kh8 Qf5 Qc1+ Kg2 Qg5+ Qxg5 hxg5 Kf3 f6 Be6 Kh7 Kg4 Kh6 a4 Ra8 Bd7 Ra5 Bb5 g6 hxg6 Kxg6 Be8+ Kg7 Kf3 d5 exd5 Rxd5 Ke4 Ra5 Bb5 Kg6 Kf3 Kh5 Kg2 Kh4 Kh1 Bd4 Kg2 g4 Bd7 g3 Kh1 Kg5 Kg2 Bf2 Kf3 f5 Bb5 f4 Kg2 Kh4 Bc6 Be3 Kf3 Rc5 Bb5 Kh3 Bd7+ Kh2 Bb5 g2 Ke2 g1=Q,,Sicilian Defense: Kalashnikov Variation,B32,Mouseslippin_Jimmy,mouseslippin_jimmy,1984,mohannautiyal,mohannautiyal,1985,2022-10-20 09:32:33.909,2022-10-20 09:38:20.547
0dreIXYQ,True,standard,blitz,blitz,1666257981266,1666258349838,outoftime,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 Bd3 Qb6 Nb3 Be7 Be3 Qc7 O-O Nbd7 Kh1 b5 f4 Bb7 f5 O-O fxe6 fxe6 Bg5 d5 Qe2 d4 Nd1 e5 Nf2 Rac8 Rac1 Qd6 Na5 Ba8 Ng4 Nxg4 Bxe7 Qxe7 Qxg4 Nf6 Qe2 Qc7 Nb3 Bc6 Rf2 Bd7 Rcf1 Rb8 Qf3 a5 Qg3 a4 Nd2 b4 b3 axb3 axb3 Nh5 Qg5 Nf4 Nc4 Rbe8 g3 Nh3 Rxf8+ Rxf8 Rxf8+ Kxf8 Qh4 Nf2+ Kg2 Nxd3 cxd3 Kg8 Qe7 h6 Qxe5 Qxe5 Nxe5 Be6 Nc6 Bxb3 Nxb4 Bc2 Kf3 Ba4 Kf4 Bd7 Ke5 Bh3 Kxd4 Bg2 Ke5 Kf7 d4 Ke7 d5 g6 Kd4 Kd7 e5 h5 e6+ Kd6 Na6 Bxd5 e7 Kxe7 Nc7 Kf6,,Sicilian Defense: Najdorf Variation,B95,dman72,dman72,1923,Mouseslippin_Jimmy,mouseslippin_jimmy,1979,2022-10-20 09:26:21.266,2022-10-20 09:32:29.838
qXhsKk9q,True,standard,blitz,blitz,1666257387047,1666257761260,outoftime,white,c4 g6 Nc3 Bg7 d4 b6 e4 Bb7 Be3 e6 Nf3 Ne7 Be2 O-O Qd2 d6 Bh6 f5 Bxg7 Kxg7 exf5 Nxf5 O-O Nd7 Bd3 Bxf3 Bxf5 Rxf5 gxf3 Rxf3 Kh1 Nf6 Rae1 Qd7 Qe2 Rf5 Qxe6 Qxe6 Rxe6 Kf7 d5 Re8 Rxe8 Nxe8 Kg2 Nf6 h3 a6 a4 Nh5 a5 Nf4+ Kh2 Rh5 axb6 cxb6 Ne4 Rxh3+ Kg1 Ke7 Re1 Kd7 Nf6+ Kd8 Ra1 a5 b4 Ne2+ Kg2 Nf4+ Kg1 Ke7 Ng4 Rh4 Ne3 axb4 Ra7+ Kf6 Rb7 Ne2+ Kf1 Nc3 Rxb6 Rh1+ Kg2 Rh5 Rxb4 Ke5 Rb7 Ne4 Re7+ Kf6 Rxe4 Rg5+ Kf1 h5 Ke2 Kf7 Rf4+ Kg7 Re4 Re5 Rf4 Rxe3+ fxe3 h4 Kf3 h3 Rh4 g5 Rxh3 Kg6 Rg3 Kf5 Rg4,,English Opening: Great Snake Variation,A10,Mouseslippin_Jimmy,mouseslippin_jimmy,1973,anand-tdB,anand-tdb,1936,2022-10-20 09:16:27.047,2022-10-20 09:22:41.260
h1NwEc7x,True,standard,blitz,blitz,1666257021525,1666257383601,outoftime,black,e4 c5 e5 d5 f4 Bf5 Nf3 Nc6 d3 e6 Be2 h6 h3 Nge7 O-O Bh7 c3 Nf5 Qe1 Be7 Na3 Bh4 Nxh4 Nxh4 Nb5 O-O Nd6 Nf5 Nxb7 Qe7 Na5 Nxa5 g4 Nh4 c4 Nc6 cxd5 exd5 Kh2 Rae8 Be3 f6 Qxh4 d4 Bd2 Nd8 Rae1 Qc7 f5 fxe5 Kg1 Nf7 Bf3 c4 Be4 cxd3 Bxd3 Nd6 Rc1 Qb6 b3 e4 Bc4+ Nxc4 Rxc4 e3 Be1 e2 Rf2 d3 Kh2 Qd6+ Qg3 Qa3 Qxd3 Qxa2 Rc2 Qa5 Rcxe2 Rd8 Bxa5 Rxd3 b4 Kh8 Re7 Bg8 Rxa7 Bd5 b5 Bc4 b6 Rb3,,Sicilian Defense,B20,tokay_chess,tokay_chess,1981,Mouseslippin_Jimmy,mouseslippin_jimmy,1967,2022-10-20 09:10:21.525,2022-10-20 09:16:23.601
OmitktX9,True,standard,blitz,blitz,1666256647251,1666256992124,outoftime,black,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be3 a6 Qd2 Qc7 Be2 Bd6 Nxc6 bxc6 O-O-O Be7 f3 a5 g4 a4 a3 Rb8 Nxa4 h6 h4 d5 g5 hxg5 hxg5 Rxh1 Rxh1 Ng8 Nc5 Qb6 b4 Qa7 Kb2 Ra8 Qc3 Qb8 Qb3 dxe4 Nxe4 c5 Nxc5 Qe5+ Ka2 Bxg5 Bb5+ Kf8 Bxg5 Qxg5 Bc6 Rb8 Bd7 Qxc5 Bxc8 Qxc8 Rh8 Qc6 a4 Qd6 b5 g6 a5 Kg7 Rh4 e5 b6 Nf6 Rb4 Qc5 Rb5 Qc6 a6 Nd5 a7 Ra8 Kb2 Nxb6 Rxb6 Qc7 Rb7 Qa5 Rb8 Rxa7 Rb5 Qc7,,Sicilian Defense: Four Knights Variation,B45,Mouseslippin_Jimmy,mouseslippin_jimmy,1973,ing77,ing77,2006,2022-10-20 09:04:07.251,2022-10-20 09:09:52.124
ovYylc2Z,True,standard,blitz,blitz,1666256335593,1666256642042,outoftime,black,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 f3 g6 Be3 Bg7 Qd2 O-O O-O-O Bd7 g4 Rc8 h4 Ne5 h5 Nfxg4 fxg4 Nxg4 Bg1 Bh6 Qxh6 Nxh6 hxg6 hxg6 Rxh6 Kg7 Rh2 e5 Nf3 Bg4 Rf2 Bxf3 Rxf3 Qg5+ Be3 Qg4 Be2 Rxc3 bxc3 Qxe4 Rdf1 f5 Bd3 Qa4 Be2 Qxa2 Kd2 Qd5+ Ke1 Rh8 Bxa7 Rh2 Bg1 Rg2 c4 Qa5+ Kd1 Qa1+ Kd2 Qa5+ Kd1 d5 cxd5 Qxd5+ Bd3 Qa2 Be2 Qb1+ Kd2 Rxe2+,,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",B76,Mouseslippin_Jimmy,mouseslippin_jimmy,1979,Lil_coswrld,lil_coswrld,1965,2022-10-20 08:58:55.593,2022-10-20 09:04:02.042
YzBgG3NP,True,standard,rapid,rapid,1666097868947,1666100109727,stalemate,,e4 c5 g3 g6 Bg2 Nc6 c3 Bg7 Ne2 Qa5 O-O e5 d3 Nge7 Nd2 O-O Nb3 Qb6 Be3 d6 c4 h6 Nc3 a6 Nd5 Qd8 Nxe7+ Qxe7 Qd2 Kh7 f4 f5 fxe5 Qxe5 Bf4 Qxb2 Qxb2 Bxb2 Rab1 Be5 Bxe5 Nxe5 Nc1 Rb8 Rb6 Rf6 h3 h5 Bf3 Kg7 Be2 Kf7 Nb3 Ke7 Nd2 Nd7 Rb2 b5 cxb5 axb5 exf5 h4 g4 gxf5 Rxf5 Rxf5 gxf5 Ne5 f6+ Kxf6 Ne4+ Ke7 Kh2 Nc6 Nc3 Nd4 Bd1 Be6 Bg4 b4 Nd5+ Bxd5 Rf2 Ra8 Bd1 b3 Bxb3 Nxb3 axb3 Bxb3 Re2+ Kd7 Re4 Ra2+ Kg1 Ra1+ Kf2 Rd1 Ke2 Rh1 Rxh4 Kc6 Kf2 Rh2+ Ke3 Be6 Kf3 Rxh3+ Rxh3 Bxh3 Ke3 Kd5 Kd2 Kd4 Kc2 Bf5 Kd2 Bxd3 Kd1 Kc3 Kc1 Bc2,,Sicilian Defense: Lasker-Dunne Attack,B20,BaloghImre,baloghimre,1600,Mouseslippin_Jimmy,mouseslippin_jimmy,1728,2022-10-18 12:57:48.947,2022-10-18 13:35:09.727
3JuMB3aa,True,standard,rapid,rapid,1666088539338,1666090632608,resign,white,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bb5 a6 Bc4 Nf6 O-O Bg4 Bg5 b5 Bb3 Ne5 Bxf6 gxf6 Qd5 e6 Qb7 Bxf3 gxf3 Nxf3+ Kh1 Qc8 Qxc8+ Rxc8 a4 Nd2 axb5 Nxb3 Rxa6 Nc5 Rc6 Rxc6 bxc6 Nb3 Nb5 Rg8 f4 Bh6 Rf3 Nc5 Ra3 Ke7 Ra7+ Kf8 Ra8+ Ke7 Rxg8 Na6 Ra8,,Sicilian Defense: Smith-Morra Gambit Accepted,B21,Wiktorutken,wiktorutken,1751,Mouseslippin_Jimmy,mouseslippin_jimmy,1747,2022-10-18 10:22:19.338,2022-10-18 10:57:12.608
f2iky4kd,True,standard,blitz,blitz,1665761192461,1665761421122,resign,white,d4 Nf6 c4 e6 f3 Bb4+ Bd2 Be7 e4 d6 Bd3 e5 Ne2 c6 Nbc3 Nbd7 O-O O-O Qc2 a6 Rfd1 Ne8 b4 Nc7 a4 h6 d5 Re8 dxc6 bxc6 Ng3 Nf8 Bf1 Nce6 Nf5 Kh7 c5 dxc5 Bg5 Bxg5 Rxd8 Bxd8 bxc5 Nxc5 Ne2 Nfe6 f4 exf4 Nxf4 Bb6 Nxe6 Nd3+ Ned4,,Indian Defense: Normal Variation,A50,Ytiv51,ytiv51,2037,Mouseslippin_Jimmy,mouseslippin_jimmy,1984,2022-10-14 15:26:32.461,2022-10-14 15:30:21.122
RQqDmDIx,True,standard,blitz,blitz,1665760833731,1665761188572,outoftime,black,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Bd3 a6 a4 Bg7 Nge2 O-O O-O Bg4 h3 Bc8 Rb1 Nbd7 Qc2 Re8 Re1 Ne5 Ng3 Qc7 Bf1 Bd7 f4 Nc6 dxc6 Bxc6 Bd2 Rad8 Bc4 d5 exd5 Nxd5 Nxd5 Rxe1+ Rxe1 Bxd5 Bxd5 Rxd5 Re8+ Bf8 f5 Qxg3 fxg6 Qxg6 Qxg6+ fxg6 Bh6 Rf5 g4 Rf3 Kg2 Rf7 Rb8 b5 axb5 axb5 Bxf8 Rxf8 Rxb5 Rc8 Kf3 Kf7 Ke4 h5 Ke5 Rc6 gxh5 gxh5 Kd5 Rg6 Rxc5 Rg5+ Kc6 Rg3 b4 Rxh3 b5 h4 b6 Rb3 Rb5 Rf3 Kc7 Rc3+ Kb7 h3 Ka7 Kg6 b7 Rc7 Ka8 Rxb7 Kxb7 h2,,Benoni Defense: King's Pawn Line,A65,Mouseslippin_Jimmy,mouseslippin_jimmy,1991,blackchess123,blackchess123,1901,2022-10-14 15:20:33.731,2022-10-14 15:26:28.572
MyG5gUyC,True,standard,blitz,blitz,1665760493375,1665760821064,resign,black,e4 c5 Nf3 d6 Bc4 e6 Nc3 Nc6 O-O g6 Re1 Bg7 d3 Nge7 Bg5 Qc7 Nb5 Qb8 c3 a6 Na3 h6 Bxe7 Nxe7 d4 b5 Bd3 cxd4 cxd4 Bb7 d5 Bxb2 Qb3 Bxa1 Rxa1 e5 Rb1 O-O Nc2 Bc8 Ne3 Bd7 h3 Rc8 Kh2 Kg7 Nh4 Qa7 Qb2 Ng8 Re1 Nf6 f4 Qc7 fxe5 dxe5 Rf1 Qd6 Qf2 Rc3 Bb1 Rac8 Qg3 Nh5 Nhf5+ Kh7 Nxd6 Nxg3 Nxc8 Nxf1+ Nxf1 Rxc8 Bd3 Rc3 Be2 f5 exf5 gxf5 Ng3 Kg7 Nh5+ Kf8 g3 Rc2,,Sicilian Defense: Modern Variations,B50,ardika01,ardika01,2031,Mouseslippin_Jimmy,mouseslippin_jimmy,1985,2022-10-14 15:14:53.375,2022-10-14 15:20:21.064
